trading_time,symbol,ltp,volume,num_trades
2025-08-05 09:15:00,RELIANCE,1366.20,8793606,208137
2025-08-05 09:15:05,RELIANCE,1391.00,9976705,293767
2025-08-05 09:15:10,RELIANCE,1393.00,5834312,156725
2025-08-05 09:15:15,RELIANCE,1390.00,9315972,238858
2025-08-05 09:15:20,RELIANCE,1410.20,6312820,188246
2025-08-05 09:15:25,RELIANCE,1394.10,10321171,208431
2025-08-05 09:15:30,RELIANCE,1390.00,17065827,373516
2025-08-05 09:15:35,RELIANCE,1409.70,7209849,167311
2025-08-05 09:15:40,RELIANCE,1416.60,10750072,187813
2025-08-05 09:15:45,RELIANCE,1387.10,7748361,198421
2025-08-05 09:15:50,RELIANCE,1392.40,11854722,237018
2025-08-05 09:15:55,RELIANCE,1402.80,14740507,314670
2025-08-05 09:16:00,RELIANCE,1425.00,8354596,225103
2025-08-05 09:16:05,RELIANCE,1413.80,20396320,504145
2025-08-05 09:16:10,RELIANCE,1428.20,22442744,630358
2025-08-05 09:16:15,RELIANCE,1476.00,10296318,222241
2025-08-05 09:16:20,RELIANCE,1478.70,11854613,189733
2025-08-05 09:16:25,RELIANCE,1486.20,10409983,191598
2025-08-05 09:16:30,RELIANCE,1488.50,8132454,173756
2025-08-05 09:16:35,RELIANCE,1486.40,10311846,186122
2025-08-05 09:16:40,RELIANCE,1495.00,7234991,178490
2025-08-05 09:16:45,RELIANCE,1515.20,10047129,289035
2025-08-05 09:16:50,RELIANCE,1520.50,8870660,254524
2025-08-05 09:16:55,RELIANCE,1538.00,7171261,191265
2025-08-05 09:17:00,RELIANCE,1540.50,7251074,205134
2025-08-05 09:17:05,RELIANCE,1528.10,6603501,167255
2025-08-05 09:17:10,RELIANCE,1515.00,11283291,258008
2025-08-05 09:17:15,RELIANCE,1517.10,6361002,183873
2025-08-05 09:17:20,RELIANCE,1526.80,10368523,232573
2025-08-05 09:17:25,RELIANCE,1499.90,8409527,242195
2025-08-05 09:17:30,RELIANCE,1514.00,11117052,269877
2025-08-05 09:17:35,RELIANCE,1495.30,14657893,247215
2025-08-05 09:17:40,RELIANCE,1467.60,7525851,197720
2025-08-05 09:17:45,RELIANCE,1456.80,16402744,284313
2025-08-05 09:17:50,RELIANCE,1456.00,5989078,226309
2025-08-05 09:17:55,RELIANCE,1464.10,29010635,276278
2025-08-05 09:18:00,RELIANCE,1428.00,10007230,179473
2025-08-05 09:18:05,RELIANCE,1429.70,6681735,138211
2025-08-05 09:18:10,RELIANCE,1430.00,10366599,191173
2025-08-05 09:18:15,RELIANCE,1436.90,8458093,213623
2025-08-05 09:18:20,RELIANCE,1427.50,9757276,202256
2025-08-05 09:18:25,RELIANCE,1439.50,8828114,190194
2025-08-05 09:18:30,RELIANCE,1448.00,8195700,184593
2025-08-05 09:18:35,RELIANCE,1437.30,7913181,167203
2025-08-05 09:18:40,RELIANCE,1447.20,7885125,159916
2025-08-05 09:18:45,RELIANCE,1443.00,8182161,179734
2025-08-05 09:18:50,RELIANCE,1442.70,13716817,304069
2025-08-05 09:18:55,RELIANCE,1421.00,8126827,152064
2025-08-05 09:19:00,RELIANCE,1405.40,11252626,230110
2025-08-05 09:19:05,RELIANCE,1412.60,8098668,189977
2025-08-05 09:19:10,RELIANCE,1417.90,13788484,155127
2025-08-05 09:19:15,RELIANCE,1419.50,13771917,265116
2025-08-05 09:19:20,RELIANCE,1412.80,5944611,169185
2025-08-05 09:19:25,RELIANCE,1424.20,12640414,211047
2025-08-05 09:19:30,RELIANCE,1435.90,4842944,171837
2025-08-05 09:19:35,RELIANCE,1426.00,6474883,135371
2025-08-05 09:19:40,RELIANCE,1411.50,12134466,228031
2025-08-05 09:19:45,RELIANCE,1428.20,6136364,232529
2025-08-05 09:19:50,RELIANCE,1424.50,11270560,182531
2025-08-05 09:19:55,RELIANCE,1442.90,6195791,144606
2025-08-05 09:20:00,RELIANCE,1454.80,9036695,196322
2025-08-05 09:20:05,RELIANCE,1453.00,20177211,314261
2025-08-05 09:20:10,RELIANCE,1425.20,5570160,145014
2025-08-05 09:20:15,RELIANCE,1416.50,11407896,281992
2025-08-05 09:20:20,RELIANCE,1436.90,10674081,310602
2025-08-05 09:20:25,RELIANCE,1379.50,13668904,388013
2025-08-05 09:20:30,RELIANCE,1398.00,16106175,231342
2025-08-05 09:20:35,RELIANCE,1405.90,13440169,222903
2025-08-05 09:20:40,RELIANCE,1418.00,14084117,226761
2025-08-05 09:20:45,RELIANCE,1430.00,12685649,204503
2025-08-05 09:20:50,RELIANCE,1422.50,17535402,378385
2025-08-05 09:20:55,RELIANCE,1395.00,25480745,598769
2025-08-05 09:21:00,RELIANCE,1398.90,32538970,680195
2025-08-05 09:21:05,RELIANCE,1366.30,31104496,893347
2025-08-05 09:21:10,RELIANCE,1301.00,14431012,307093
2025-08-05 09:21:15,RELIANCE,1303.50,10468940,181309
2025-08-05 09:21:20,RELIANCE,1297.00,10480888,232149
2025-08-05 09:21:25,RELIANCE,1289.00,13051707,229331
2025-08-05 09:21:30,RELIANCE,1295.20,10429964,257857
2025-08-05 09:21:35,RELIANCE,1273.00,15398401,321235
